,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
103,Red (Taylor's Version),26,4CkgMiMqZ5JzW9iYXSTMTL,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),spotify:track:4CkgMiMqZ5JzW9iYXSTMTL,0.167,0.391,0.715,0.0,0.183,-4.516,0.0495,149.654,0.473,77
104,Red (Taylor's Version),27,3oGVx9RBmiYGv5ZCecWLkx,Forever Winter (Taylor's Version) (From The Vault),spotify:track:3oGVx9RBmiYGv5ZCecWLkx,0.256,0.611,0.552,0.0,0.134,-5.828,0.031,116.012,0.41,70
105,Red (Taylor's Version),28,4IQkfUsrwXol38VV3U7t7T,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),spotify:track:4IQkfUsrwXol38VV3U7t7T,0.817,0.61,0.488,0.0,0.312,-6.918,0.0293,125.039,0.443,72
106,Red (Taylor's Version),29,6pYNq0ZwpPVazKzsqpf0G8,The Very First Night (Taylor's Version) (From The Vault),spotify:track:6pYNq0ZwpPVazKzsqpf0G8,0.00115,0.678,0.733,0.0,0.104,-5.025,0.0281,121.009,0.581,76
107,Red (Taylor's Version),30,5enxwA8aAbwZbf5qCHORXi,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),spotify:track:5enxwA8aAbwZbf5qCHORXi,0.274,0.631,0.518,0.0,0.088,-8.771,0.0303,93.023,0.205,87
108,Fearless (Taylor's Version),1,77sMIMlNaSURUAXq5coCxE,Fearless (Taylor’s Version),spotify:track:77sMIMlNaSURUAXq5coCxE,0.0122,0.569,0.741,0.0,0.333,-4.963,0.0282,100.118,0.43,85
109,Fearless (Taylor's Version),2,2nqio0SfWg6gh2eCtfuMa5,Fifteen (Taylor’s Version),spotify:track:2nqio0SfWg6gh2eCtfuMa5,0.116,0.559,0.646,0.0,0.32,-4.61,0.0272,95.466,0.289,73
110,Fearless (Taylor's Version),3,6YvqWjhGD8mB5QXcbcUKtx,Love Story (Taylor’s Version),spotify:track:6YvqWjhGD8mB5QXcbcUKtx,0.13,0.627,0.792,3.97e-06,0.0845,-4.311,0.031,119.054,0.415,82
111,Fearless (Taylor's Version),4,550erGcdD9n6PnwxrvYqZT,Hey Stephen (Taylor’s Version),spotify:track:550erGcdD9n6PnwxrvYqZT,0.106,0.788,0.571,0.0,0.0934,-6.135,0.0296,115.99,0.797,71
112,Fearless (Taylor's Version),5,5YL553x8sHderRBDlm3NM3,White Horse (Taylor’s Version),spotify:track:5YL553x8sHderRBDlm3NM3,0.369,0.423,0.517,0.0,0.177,-7.377,0.0486,185.262,0.366,72
113,Fearless (Taylor's Version),6,1qrpoAMXodY6895hGKoUpA,You Belong With Me (Taylor’s Version),spotify:track:1qrpoAMXodY6895hGKoUpA,0.0623,0.632,0.773,0.0,0.0885,-4.856,0.0346,130.033,0.474,86
114,Fearless (Taylor's Version),7,7HC7R2D8WjXVcUHJyEGjRs,Breathe (feat. Colbie Caillat) (Taylor’s Version),spotify:track:7HC7R2D8WjXVcUHJyEGjRs,0.156,0.506,0.626,0.0,0.228,-6.066,0.0287,148.035,0.321,69
115,Fearless (Taylor's Version),8,0k0vFacOHNuArLWMiH60p7,Tell Me Why (Taylor’s Version),spotify:track:0k0vFacOHNuArLWMiH60p7,0.0222,0.578,0.909,0.0,0.333,-3.669,0.0628,100.023,0.541,68
116,Fearless (Taylor's Version),9,6iiAfo4wTA2CVC3Uwx9uh8,You’re Not Sorry (Taylor’s Version),spotify:track:6iiAfo4wTA2CVC3Uwx9uh8,0.0538,0.506,0.444,0.0,0.123,-4.99,0.0285,133.873,0.241,70
117,Fearless (Taylor's Version),10,22bPsP2jCgbLUvh82U0Z3M,The Way I Loved You (Taylor’s Version),spotify:track:22bPsP2jCgbLUvh82U0Z3M,0.0033,0.402,0.732,0.0,0.108,-4.665,0.0484,161.032,0.472,83
118,Fearless (Taylor's Version),11,1msEuwSBneBKpVCZQcFTsU,Forever & Always (Taylor’s Version),spotify:track:1msEuwSBneBKpVCZQcFTsU,0.0231,0.598,0.821,0.0,0.143,-4.433,0.0447,128.03,0.673,74
119,Fearless (Taylor's Version),12,6ON9UuIq49xXY9GPmHIYRp,The Best Day (Taylor’s Version),spotify:track:6ON9UuIq49xXY9GPmHIYRp,0.488,0.642,0.576,0.0,0.159,-8.524,0.0282,125.0,0.469,67
120,Fearless (Taylor's Version),13,3ExweHKZF9B752DPQByRVT,Change (Taylor’s Version),spotify:track:3ExweHKZF9B752DPQByRVT,0.000191,0.499,0.815,0.0,0.181,-4.063,0.0341,95.999,0.344,66
121,Fearless (Taylor's Version),14,2m3ObD945KvpE5y9A1eUWm,Jump Then Fall (Taylor’s Version),spotify:track:2m3ObD945KvpE5y9A1eUWm,0.0474,0.572,0.69,0.0,0.0897,-6.201,0.0358,160.111,0.624,68
122,Fearless (Taylor's Version),15,0tQ9vBYpldCuikPsbgOVKA,Untouchable (Taylor’s Version),spotify:track:0tQ9vBYpldCuikPsbgOVKA,0.0181,0.393,0.531,0.0,0.169,-6.112,0.0329,200.391,0.224,68
123,Fearless (Taylor's Version),16,01QdEx6kFr78ZejhQtWR5m,Forever & Always (Piano Version) (Taylor’s Version),spotify:track:01QdEx6kFr78ZejhQtWR5m,0.819,0.546,0.273,0.0,0.137,-9.208,0.0308,118.753,0.271,67
124,Fearless (Taylor's Version),17,1n2wszmJyVkw6FHqyLnQsY,Come In With The Rain (Taylor’s Version),spotify:track:1n2wszmJyVkw6FHqyLnQsY,0.0406,0.476,0.564,0.0,0.102,-5.677,0.0269,143.929,0.167,65
125,Fearless (Taylor's Version),18,51A8eKvvZz9uydvIZ7xRSV,Superstar (Taylor’s Version),spotify:track:51A8eKvvZz9uydvIZ7xRSV,0.157,0.454,0.555,0.0,0.343,-6.69,0.0283,171.862,0.171,64
126,Fearless (Taylor's Version),19,1cSFlSBdpT4F5vb1frQ231,The Other Side Of The Door (Taylor’s Version),spotify:track:1cSFlSBdpT4F5vb1frQ231,0.0279,0.432,0.873,0.0,0.167,-4.367,0.0577,163.936,0.629,70
127,Fearless (Taylor's Version),20,2JoJrsEV15OzbijS47lids,Today Was A Fairytale (Taylor’s Version),spotify:track:2JoJrsEV15OzbijS47lids,0.0135,0.482,0.779,0.0,0.296,-5.025,0.0409,158.162,0.328,67
128,Fearless (Taylor's Version),21,4CHpVfAhuxNJ3ibExe6kxO,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),spotify:track:4CHpVfAhuxNJ3ibExe6kxO,0.816,0.599,0.494,0.0,0.101,-7.61,0.0372,142.893,0.44,65
129,Fearless (Taylor's Version),22,2CYVETnhM9aytqrazYYwrK,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),spotify:track:2CYVETnhM9aytqrazYYwrK,0.162,0.66,0.817,0.0,0.0667,-6.269,0.0521,135.942,0.714,77
130,Fearless (Taylor's Version),23,34V9RiEPe8MNdU32qJsJa1,We Were Happy (Taylor’s Version) (From The Vault),spotify:track:34V9RiEPe8MNdU32qJsJa1,0.849,0.609,0.373,0.0,0.0779,-8.819,0.0263,106.007,0.13,68
131,Fearless (Taylor's Version),24,7eResoqEJJAVTkQYSqvO3P,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),spotify:track:7eResoqEJJAVTkQYSqvO3P,0.225,0.588,0.608,0.0,0.092,-7.062,0.0365,90.201,0.508,69
132,Fearless (Taylor's Version),25,4uuEGH5SVuzkkSFjo2DEiY,Don’t You (Taylor’s Version) (From The Vault),spotify:track:4uuEGH5SVuzkkSFjo2DEiY,0.514,0.563,0.473,1.2e-05,0.109,-11.548,0.0503,101.934,0.405,69
133,Fearless (Taylor's Version),26,4qUijfYU8EoIWiY6oSyrgT,Bye Bye Baby (Taylor’s Version) (From The Vault),spotify:track:4qUijfYU8EoIWiY6oSyrgT,0.334,0.624,0.624,0.0,0.0995,-7.86,0.0539,80.132,0.527,67
134,evermore (deluxe version),1,2gVhfX2Gy1T9kDuS9azrF7,willow,spotify:track:2gVhfX2Gy1T9kDuS9azrF7,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,0.529,74
135,evermore (deluxe version),2,1gcyHQpBQ1lfXGdhZmWrHP,champagne problems,spotify:track:1gcyHQpBQ1lfXGdhZmWrHP,0.92,0.462,0.24,0.0,0.113,-12.077,0.0377,171.319,0.32,75
136,evermore (deluxe version),3,3Dby3p1m6IOZn2gIIqECgK,gold rush,spotify:track:3Dby3p1m6IOZn2gIIqECgK,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,0.353,72
137,evermore (deluxe version),4,6sQckd3Z8NPxVVKUnavY1F,‘tis the damn season,spotify:track:6sQckd3Z8NPxVVKUnavY1F,0.735,0.575,0.434,6.59e-05,0.105,-8.193,0.0312,145.916,0.348,73
138,evermore (deluxe version),5,6lCvK2AR2uOKkVFCVlAzzm,tolerate it,spotify:track:6lCvK2AR2uOKkVFCVlAzzm,0.878,0.316,0.361,2.67e-05,0.0797,-10.381,0.0488,74.952,0.221,73
139,evermore (deluxe version),6,6uwfVkaOM1mcMkFmSn35ix,"no body, no crime (feat. HAIM)",spotify:track:6uwfVkaOM1mcMkFmSn35ix,0.418,0.546,0.613,0.0,0.103,-7.589,0.0264,79.015,0.535,72
140,evermore (deluxe version),7,55Vf4bimc1Rtfg0PAQRAo2,happiness,spotify:track:55Vf4bimc1Rtfg0PAQRAo2,0.87,0.559,0.334,0.0,0.114,-10.733,0.0376,122.079,0.211,70
141,evermore (deluxe version),8,66tOfHVH3aUrscg8vExRV4,dorothea,spotify:track:66tOfHVH3aUrscg8vExRV4,0.696,0.605,0.488,0.0,0.129,-8.322,0.0264,119.966,0.354,70
142,evermore (deluxe version),9,2awNGIJHodfLZSClB3PYhz,coney island (feat. The National),spotify:track:2awNGIJHodfLZSClB3PYhz,0.819,0.537,0.537,0.000904,0.142,-11.266,0.0617,107.895,0.292,70
143,evermore (deluxe version),10,43Ykum9T72UOPhBN31grpN,ivy,spotify:track:43Ykum9T72UOPhBN31grpN,0.855,0.515,0.545,1.97e-05,0.0921,-9.277,0.0353,88.856,0.535,71
144,evermore (deluxe version),11,52OkpDsU6MmPx1AwGOb6Ap,cowboy like me,spotify:track:52OkpDsU6MmPx1AwGOb6Ap,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,0.511,71
145,evermore (deluxe version),12,5VYWxXUpxuxEmCqMLDqICo,long story short,spotify:track:5VYWxXUpxuxEmCqMLDqICo,0.66,0.546,0.73,0.179,0.0972,-7.704,0.0417,157.895,0.573,70
146,evermore (deluxe version),13,5uICWmZTLkpEVbK22PBP6e,marjorie,spotify:track:5uICWmZTLkpEVbK22PBP6e,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,0.287,70
147,evermore (deluxe version),14,6a8aUhYbaQBUI8PcJ5ZmQ6,closure,spotify:track:6a8aUhYbaQBUI8PcJ5ZmQ6,0.835,0.689,0.704,4.83e-06,0.134,-10.813,0.245,151.884,0.92,68
148,evermore (deluxe version),15,6Wlq9rqkxrqj5Kls4Kw14H,evermore (feat. Bon Iver),spotify:track:6Wlq9rqkxrqj5Kls4Kw14H,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,0.32,71
149,evermore (deluxe version),16,3zwMVvkBe2qIKDObWgXw4N,right where you left me - bonus track,spotify:track:3zwMVvkBe2qIKDObWgXw4N,0.769,0.581,0.619,0.000106,0.117,-6.524,0.0282,137.915,0.645,82
150,evermore (deluxe version),17,1kdWw77ZpYOkhxeuhzU1j6,it’s time to go - bonus track,spotify:track:1kdWw77ZpYOkhxeuhzU1j6,0.801,0.592,0.41,1.39e-05,0.09,-12.426,0.0397,151.923,0.416,73
151,evermore,1,0lx2cLdOt3piJbcaXIV74f,willow,spotify:track:0lx2cLdOt3piJbcaXIV74f,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,0.529,82
152,evermore,2,0sY6ZUTh4yoctD8VIXz339,champagne problems,spotify:track:0sY6ZUTh4yoctD8VIXz339,0.92,0.462,0.24,0.0,0.113,-12.077,0.0377,171.319,0.32,82
153,evermore,3,5BK0uqwY9DNfZ630STAEaq,gold rush,spotify:track:5BK0uqwY9DNfZ630STAEaq,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,0.353,75
154,evermore,4,7dW84mWkdWE5a6lFWxJCBG,‘tis the damn season,spotify:track:7dW84mWkdWE5a6lFWxJCBG,0.735,0.575,0.434,6.59e-05,0.105,-8.193,0.0312,145.916,0.348,76
155,evermore,5,0PurA4JVJ8YQgSVopY8fn6,tolerate it,spotify:track:0PurA4JVJ8YQgSVopY8fn6,0.878,0.316,0.361,2.67e-05,0.0797,-10.381,0.0488,74.952,0.221,78
156,evermore,6,3RaT22zZsxVYxxKR7TAaYF,"no body, no crime (feat. HAIM)",spotify:track:3RaT22zZsxVYxxKR7TAaYF,0.418,0.546,0.613,0.0,0.103,-7.589,0.0264,79.015,0.535,73
157,evermore,7,73YUReisjb3A9ActdLLjJQ,happiness,spotify:track:73YUReisjb3A9ActdLLjJQ,0.87,0.559,0.334,0.0,0.114,-10.733,0.0376,122.079,0.211,70
158,evermore,8,670fUmXf4KQekzbEgaXyPA,dorothea,spotify:track:670fUmXf4KQekzbEgaXyPA,0.696,0.605,0.488,0.0,0.129,-8.322,0.0264,119.966,0.354,69
159,evermore,9,3k7ne7VmH43ZPWxPdvPUgR,coney island (feat. The National),spotify:track:3k7ne7VmH43ZPWxPdvPUgR,0.819,0.537,0.537,0.000904,0.142,-11.266,0.0617,107.895,0.292,68
160,evermore,10,19CSr8rwW05VJL2F91KFNK,ivy,spotify:track:19CSr8rwW05VJL2F91KFNK,0.855,0.515,0.545,1.97e-05,0.0921,-9.277,0.0353,88.856,0.535,74
161,evermore,11,1XjHRolIXL2M1EEOUsGGR4,cowboy like me,spotify:track:1XjHRolIXL2M1EEOUsGGR4,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,0.511,72
162,evermore,12,2o2sgVJIgFXk8GQjWTgI6U,long story short,spotify:track:2o2sgVJIgFXk8GQjWTgI6U,0.66,0.546,0.73,0.179,0.0972,-7.704,0.0417,157.895,0.573,69
163,evermore,13,12ntTeqEeTg7GAVpe8Mhpl,marjorie,spotify:track:12ntTeqEeTg7GAVpe8Mhpl,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,0.287,75
164,evermore,14,35rdVq36LMHQX0Suw9a6tK,closure,spotify:track:35rdVq36LMHQX0Suw9a6tK,0.835,0.689,0.704,4.83e-06,0.134,-10.813,0.245,151.884,0.92,66
165,evermore,15,3O5osWf1rSoKMwe6E9ZaXP,evermore (feat. Bon Iver),spotify:track:3O5osWf1rSoKMwe6E9ZaXP,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,0.32,70
166,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],1,0P9wLFurlgumLXuqFEpw52,the 1,spotify:track:0P9wLFurlgumLXuqFEpw52,0.75,0.78,0.361,7.14e-06,0.108,-6.942,0.048,139.902,0.163,55
167,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2,7zcnlq38eqNWyUF6eNaB5Z,cardigan,spotify:track:7zcnlq38eqNWyUF6eNaB5Z,0.525,0.612,0.58,0.000414,0.26,-8.572,0.0419,130.045,0.534,56
168,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],3,4ojxSyrEraN7d46BMBPThZ,the last great american dynasty,spotify:track:4ojxSyrEraN7d46BMBPThZ,0.481,0.688,0.653,0.00414,0.106,-8.558,0.0403,147.991,0.701,54
169,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],4,6kz2hkq1xQvDqPcUyBkw8f,exile (feat. Bon Iver),spotify:track:6kz2hkq1xQvDqPcUyBkw8f,0.761,0.31,0.374,2.46e-05,0.11,-8.464,0.0275,75.938,0.16,55
170,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],5,0Oju1YcbPCJuUQQWoZNdJK,my tears ricochet,spotify:track:0Oju1YcbPCJuUQQWoZNdJK,0.814,0.456,0.265,0.0,0.0679,-10.663,0.0328,129.947,0.112,54
171,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],6,5jQyGzcwqAxwT5QUIMivoX,mirrorball,spotify:track:5jQyGzcwqAxwT5QUIMivoX,0.686,0.549,0.417,1.9e-06,0.0604,-10.064,0.035,110.137,0.347,53
172,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],7,2vJ7QvyCiR4DaHxwO58izA,seven,spotify:track:2vJ7QvyCiR4DaHxwO58izA,0.888,0.602,0.494,2.59e-05,0.0902,-10.813,0.0277,94.955,0.374,53
173,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],8,1UHoF9p75IVsvUt6WdTYhn,august,spotify:track:1UHoF9p75IVsvUt6WdTYhn,0.553,0.387,0.634,6.93e-05,0.0931,-9.222,0.0363,89.567,0.42,56
174,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],9,5DnDBYrfGoxdnomqEAkFIv,this is me trying,spotify:track:5DnDBYrfGoxdnomqEAkFIv,0.312,0.511,0.478,2.3e-05,0.147,-9.837,0.0322,135.882,0.408,53
175,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],10,7CVTowKpGPA2MsIbkTl2oc,illicit affairs,spotify:track:7CVTowKpGPA2MsIbkTl2oc,0.862,0.529,0.304,0.0,0.108,-10.567,0.0356,119.58,0.44,53
176,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11,4WHIqhrbdva5vQSrCuet3l,invisible string,spotify:track:4WHIqhrbdva5vQSrCuet3l,0.859,0.651,0.459,6.63e-05,0.105,-11.128,0.0507,83.455,0.454,54
177,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],12,7klXN6RCN5Rj0VeYO5gBzU,mad woman,spotify:track:7klXN6RCN5Rj0VeYO5gBzU,0.67,0.593,0.7,6.77e-06,0.116,-9.016,0.0492,141.898,0.451,51
178,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],13,5MFjHn1qfR9AsWuyzJLk1z,epiphany,spotify:track:5MFjHn1qfR9AsWuyzJLk1z,0.727,0.317,0.254,0.000326,0.0867,-13.679,0.0286,93.933,0.103,50
179,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],14,2jhfs6moEAK13eLM6xim4l,betty,spotify:track:2jhfs6moEAK13eLM6xim4l,0.589,0.595,0.376,0.0,0.0989,-8.767,0.0256,95.946,0.476,51
180,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],15,0O9i6jhscByEJs1ipy5hu4,peace,spotify:track:0O9i6jhscByEJs1ipy5hu4,0.916,0.644,0.284,1.5e-05,0.0909,-12.879,0.0821,150.072,0.328,50
181,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],16,4XCYmu7QLySdIahgBALKJK,hoax,spotify:track:4XCYmu7QLySdIahgBALKJK,0.964,0.676,0.178,7.9e-06,0.135,-15.01,0.0394,118.84,0.404,50
182,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],17,0zEprKYeuGOIZoHyu6O1E2,the lakes - bonus track,spotify:track:0zEprKYeuGOIZoHyu6O1E2,0.842,0.313,0.258,1.3e-06,0.0948,-11.532,0.0383,179.947,0.268,51
183,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],1,08J4bMHbILkwSIhbtrcvjN,the 1 - the long pond studio sessions,spotify:track:08J4bMHbILkwSIhbtrcvjN,0.898,0.708,0.25,0.026,0.102,-10.731,0.0361,139.803,0.156,60
184,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2,3EPgWM1zfTSzEc0z4AwWTM,cardigan - the long pond studio sessions,spotify:track:3EPgWM1zfTSzEc0z4AwWTM,0.88,0.395,0.234,0.0,0.107,-9.704,0.0382,86.478,0.247,62
185,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],3,28tIMaewZuGR8urkvFhQyA,the last great american dynasty - the long pond studio sessions,spotify:track:28tIMaewZuGR8urkvFhQyA,0.743,0.64,0.618,0.004,0.0574,-11.715,0.0379,147.948,0.614,58
186,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],4,7N015NTIWGjQDddHUdHPoO,exile (feat. Bon Iver) - the long pond studio sessions,spotify:track:7N015NTIWGjQDddHUdHPoO,0.848,0.359,0.305,6.74e-05,0.111,-10.295,0.0306,151.956,0.108,60
187,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],5,5mdNyCS7ttVcAyVYOIFEjs,my tears ricochet - the long pond studio sessions,spotify:track:5mdNyCS7ttVcAyVYOIFEjs,0.946,0.531,0.172,1.01e-05,0.0615,-12.34,0.0351,129.007,0.168,62
188,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],6,2yceD2hx5HhOLgkm1CITCi,mirrorball - the long pond studio sessions,spotify:track:2yceD2hx5HhOLgkm1CITCi,0.78,0.509,0.386,3.45e-05,0.118,-8.434,0.0272,109.993,0.109,59
189,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],7,4cOWq0cVsKjxaQpRMbDoH1,seven - the long pond studio sessions,spotify:track:4cOWq0cVsKjxaQpRMbDoH1,0.914,0.694,0.449,0.000126,0.1,-11.49,0.0301,94.963,0.363,58
190,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],8,4MGexoZc12lqE0hYkq9YYx,august - the long pond studio sessions,spotify:track:4MGexoZc12lqE0hYkq9YYx,0.5,0.554,0.663,4.77e-05,0.791,-8.961,0.0324,89.977,0.545,61
191,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],9,1gaLZjPrDnHQWJds2Jg4KT,this is me trying - the long pond studio sessions,spotify:track:1gaLZjPrDnHQWJds2Jg4KT,0.928,0.435,0.332,0.000898,0.0867,-11.611,0.031,68.097,0.157,61
192,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],10,560uQyz3p5G9WdnMX39xc6,illicit affairs - the long pond studio sessions,spotify:track:560uQyz3p5G9WdnMX39xc6,0.883,0.489,0.235,0.0,0.113,-10.274,0.0356,117.699,0.435,59
193,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11,5KByGq0JijSSDcy0qzuINs,invisible string - the long pond studio sessions,spotify:track:5KByGq0JijSSDcy0qzuINs,0.942,0.59,0.282,4.85e-06,0.11,-10.542,0.0281,83.438,0.351,58
194,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],12,04xrhDrQ2WOW8GLwu7kbc0,mad woman - the long pond studio sessions,spotify:track:04xrhDrQ2WOW8GLwu7kbc0,0.887,0.663,0.465,0.000168,0.109,-10.463,0.0408,141.834,0.346,56
195,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],13,4yyKppX85ZkmlGOC2toBZA,epiphany - the long pond studio sessions,spotify:track:4yyKppX85ZkmlGOC2toBZA,0.916,0.524,0.2,0.000392,0.068,-13.004,0.0274,93.87,0.113,56
