Unnamed: 0,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms,times_performed_eras
195,epiphany - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,13,4yyKppX85ZkmlGOC2toBZA,spotify:track:4yyKppX85ZkmlGOC2toBZA,0.916,0.524,0.2,0.000392,0.068,-13.004,0.0274,93.87,0.113,55,274880,0
196,betty - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,14,1mh5dObNoOvCfHmXnhvDEK,spotify:track:1mh5dObNoOvCfHmXnhvDEK,0.841,0.538,0.316,0.0,0.119,-9.5,0.0299,95.68,0.518,57,290040,0
197,peace - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,15,4YHHz3VIXgNDGdoL9xC1tx,spotify:track:4YHHz3VIXgNDGdoL9xC1tx,0.93,0.619,0.344,7.61e-05,0.0734,-11.472,0.0647,149.897,0.513,55,214373,0
198,hoax - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,16,0QTBsdoJhamY3Aid3fOsOd,spotify:track:0QTBsdoJhamY3Aid3fOsOd,0.962,0.682,0.155,0.0,0.18,-13.083,0.0394,118.832,0.483,56,221800,0
199,the lakes - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,17,6mqyTq948oap5AkyTsd6XF,spotify:track:6mqyTq948oap5AkyTsd6XF,0.794,0.606,0.221,0.0,0.0888,-11.767,0.0468,89.844,0.112,58,199733,0
233,i forgot that you existed,Lover,2019-08-23,1,43rA71bccXFGD4C8GOpIlN,spotify:track:43rA71bccXFGD4C8GOpIlN,0.298,0.664,0.316,2.03e-06,0.0812,-10.345,0.519,92.875,0.541,76,170640,1
234,cruel summer,Lover,2019-08-23,2,1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,0.117,0.552,0.702,2.06e-05,0.105,-5.707,0.157,169.994,0.564,98,178426,57
235,lover,Lover,2019-08-23,3,1dGr1c8CrMLDpV6mPbImSI,spotify:track:1dGr1c8CrMLDpV6mPbImSI,0.492,0.359,0.543,1.58e-05,0.118,-7.582,0.0919,68.534,0.453,90,221306,57
236,the man,Lover,2019-08-23,4,3RauEVgRgj1IuWdJ9fDs70,spotify:track:3RauEVgRgj1IuWdJ9fDs70,0.0767,0.777,0.658,0.0,0.0901,-5.191,0.054,110.048,0.633,85,190360,57
237,the archer,Lover,2019-08-23,5,3pHkh7d0lzM2AldUtz2x37,spotify:track:3pHkh7d0lzM2AldUtz2x37,0.12,0.292,0.574,0.00569,0.0663,-9.375,0.0401,124.344,0.166,81,211240,57
238,i think he knows,Lover,2019-08-23,6,2YWtcWi3a83pdEg3Gif4Pd,spotify:track:2YWtcWi3a83pdEg3Gif4Pd,0.00889,0.897,0.366,0.000353,0.0715,-8.029,0.0569,100.003,0.416,78,173386,1
239,miss americana & the heartbreak prince,Lover,2019-08-23,7,214nt20w5wOxJnY462klLw,spotify:track:214nt20w5wOxJnY462klLw,0.028,0.662,0.747,0.00615,0.138,-6.926,0.0736,150.088,0.487,82,234146,57
240,paper rings,Lover,2019-08-23,8,4y5bvROuBDPr5fuwXbIBZR,spotify:track:4y5bvROuBDPr5fuwXbIBZR,0.0129,0.811,0.719,1.36e-05,0.0742,-6.553,0.0497,103.979,0.865,85,222400,1
241,cornelia street,Lover,2019-08-23,9,12M5uqx0ZuwkpLp5rJim1a,spotify:track:12M5uqx0ZuwkpLp5rJim1a,0.781,0.824,0.624,0.000189,0.1,-9.728,0.0827,102.012,0.248,80,287266,1
242,death by a thousand cuts,Lover,2019-08-23,10,2dgFqt3w9xIQRjhPtwNk3D,spotify:track:2dgFqt3w9xIQRjhPtwNk3D,0.454,0.712,0.732,0.0,0.319,-6.754,0.0629,94.071,0.313,79,198533,2
243,london boy,Lover,2019-08-23,11,1LLXZFeAHK9R4xUramtUKw,spotify:track:1LLXZFeAHK9R4xUramtUKw,0.0246,0.695,0.71,0.000104,0.133,-6.639,0.05,157.925,0.557,81,190240,0
244,soon you’ll get better (feat. the chicks),Lover,2019-08-23,12,4AYtqFyFbX0Xkc2wtcygTr,spotify:track:4AYtqFyFbX0Xkc2wtcygTr,0.907,0.433,0.182,0.0,0.123,-12.566,0.0641,207.476,0.421,72,201586,0
245,false god,Lover,2019-08-23,13,5hQSXkFgbxjZo9uCwd11so,spotify:track:5hQSXkFgbxjZo9uCwd11so,0.736,0.739,0.32,0.000147,0.111,-10.862,0.239,79.97,0.351,78,200306,1
246,you need to calm down,Lover,2019-08-23,14,6RRNNciQGZEXnqk8SQ9yv5,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,0.00929,0.771,0.671,0.0,0.0637,-5.617,0.0553,85.026,0.714,82,171360,57
247,afterglow,Lover,2019-08-23,15,1SymEzIT3H8UZfibCs3TYi,spotify:track:1SymEzIT3H8UZfibCs3TYi,0.13,0.756,0.449,0.0,0.114,-8.746,0.0344,111.011,0.399,81,223293,1
248,me! (feat. brendon urie of panic! at the disco),Lover,2019-08-23,16,2Rk4JlNc2TPmZe2af99d45,spotify:track:2Rk4JlNc2TPmZe2af99d45,0.033,0.61,0.83,0.0,0.118,-4.105,0.0571,182.162,0.728,80,193000,0
249,it’s nice to have a friend,Lover,2019-08-23,17,1SmiQ65iSAbPto6gPFlBYm,spotify:track:1SmiQ65iSAbPto6gPFlBYm,0.971,0.737,0.175,0.000337,0.171,-9.912,0.0401,70.008,0.545,72,150440,0
250,daylight,Lover,2019-08-23,18,1fzAuUVbzlhZ1lJAx9PtY6,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,0.808,0.557,0.496,0.000173,0.0772,-9.602,0.0563,149.983,0.265,83,293453,1
251,...ready for it?,reputation,2017-11-10,1,2yLa0QULdQr0qAIvVwN6B5,spotify:track:2yLa0QULdQr0qAIvVwN6B5,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,83,208186,57
252,end game,reputation,2017-11-10,2,2x0WlnmfG39ZuDmstl9xfX,spotify:track:2x0WlnmfG39ZuDmstl9xfX,0.00845,0.649,0.589,0.0,0.108,-6.237,0.0558,159.073,0.151,80,244826,0
253,i did something bad,reputation,2017-11-10,3,4svZDCRz4cJoneBpjpx8DJ,spotify:track:4svZDCRz4cJoneBpjpx8DJ,0.0679,0.696,0.602,2.11e-05,0.0696,-6.156,0.159,82.989,0.305,81,238253,0
254,don’t blame me,reputation,2017-11-10,4,1R0a2iXumgCiFb7HEZ7gUE,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,0.106,0.615,0.534,1.76e-05,0.0607,-6.719,0.0386,135.917,0.193,90,236413,0
255,delicate,reputation,2017-11-10,5,6NFyWDv5CjfwuzoCkw47Xf,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,0.216,0.75,0.404,0.000357,0.0911,-10.178,0.0682,95.045,0.0499,86,232253,57
256,look what you made me do,reputation,2017-11-10,6,1P17dC1amhFzptugyAO7Il,spotify:track:1P17dC1amhFzptugyAO7Il,0.204,0.766,0.709,1.41e-05,0.126,-6.471,0.123,128.07,0.506,85,211853,57
257,so it goes...,reputation,2017-11-10,7,5PxFv9yJEg9dxvbZggykro,spotify:track:5PxFv9yJEg9dxvbZggykro,0.122,0.574,0.61,1.1e-06,0.13,-7.283,0.0732,74.957,0.374,75,227906,0
258,gorgeous,reputation,2017-11-10,8,1ZY1PqizIl78geGM4xWlEA,spotify:track:1ZY1PqizIl78geGM4xWlEA,0.0713,0.8,0.535,9.48e-06,0.213,-6.684,0.135,92.027,0.451,83,209680,1
259,getaway car,reputation,2017-11-10,9,0VE4kBnHJUgtMf0dy6DRmW,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,0.00465,0.562,0.689,2.23e-06,0.0888,-6.745,0.127,172.054,0.351,86,233626,1
260,king of my heart,reputation,2017-11-10,10,7HuBDWi18s4aJM8UFnNheH,spotify:track:7HuBDWi18s4aJM8UFnNheH,0.00882,0.675,0.703,2.21e-06,0.0391,-7.902,0.0382,110.01,0.314,79,214320,1
261,dancing with our hands tied,reputation,2017-11-10,11,7I7JbDv63ZJJsSi24DyJrz,spotify:track:7I7JbDv63ZJJsSi24DyJrz,0.0604,0.624,0.691,1.1e-05,0.138,-6.686,0.196,160.024,0.284,77,211506,0
262,dress,reputation,2017-11-10,12,6oVxXO5oQ4pTpO8RSnkzvv,spotify:track:6oVxXO5oQ4pTpO8RSnkzvv,0.0329,0.719,0.469,0.0,0.169,-8.792,0.0533,120.085,0.0851,81,230373,1
263,this is why we can't have nice things,reputation,2017-11-10,13,07NxDD1iKCHbAldceD7QLP,spotify:track:07NxDD1iKCHbAldceD7QLP,0.0156,0.567,0.789,0.0,0.382,-5.986,0.115,163.96,0.438,77,207133,1
264,call it what you want,reputation,2017-11-10,14,1GwMQaZz6Au3QLDbjbMdme,spotify:track:1GwMQaZz6Au3QLDbjbMdme,0.186,0.598,0.504,0.000221,0.34,-9.874,0.0731,163.954,0.252,80,203506,1
265,new year’s day,reputation,2017-11-10,15,7F5oktn5YOsR9eR5YsFtqb,spotify:track:7F5oktn5YOsR9eR5YsFtqb,0.921,0.661,0.151,0.0,0.13,-12.864,0.0354,94.922,0.23,75,235466,0
266,all too well,reputation Stadium Tour Surprise Song Playlist,2017-11-09,1,00vJzaoxM3Eja1doBUhX0P,spotify:track:00vJzaoxM3Eja1doBUhX0P,0.0448,0.602,0.605,0.000334,0.128,-7.803,0.0244,93.061,0.316,41,329160,57
267,wildest dreams,reputation Stadium Tour Surprise Song Playlist,2017-11-09,2,22C0JIVhFaczZ4t9heqREN,spotify:track:22C0JIVhFaczZ4t9heqREN,0.0692,0.55,0.688,0.00144,0.106,-7.416,0.0897,139.997,0.465,45,220440,57
268,the best day,reputation Stadium Tour Surprise Song Playlist,2017-11-09,3,7APTsjmZbj7TFXQJAiRti4,spotify:track:7APTsjmZbj7TFXQJAiRti4,0.639,0.669,0.448,4.06e-06,0.158,-8.566,0.0285,126.068,0.383,35,246306,1
269,red,reputation Stadium Tour Surprise Song Playlist,2017-11-09,4,4V9NuhKQcUFt4cgbynHV79,spotify:track:4V9NuhKQcUFt4cgbynHV79,0.0779,0.605,0.899,0.000125,0.0911,-4.273,0.0423,124.985,0.647,39,223093,4
270,holy ground,reputation Stadium Tour Surprise Song Playlist,2017-11-09,5,4hCZk6WJBFQeG3P7WsyntI,spotify:track:4hCZk6WJBFQeG3P7WsyntI,0.0162,0.627,0.816,0.00208,0.0965,-6.698,0.0774,157.043,0.648,35,202960,1
271,teardrops on my guitar - radio single remix,reputation Stadium Tour Surprise Song Playlist,2017-11-09,6,7eGeUVeCEvEQrivmjl9Qn3,spotify:track:7eGeUVeCEvEQrivmjl9Qn3,0.313,0.626,0.427,0.0,0.138,-6.993,0.0234,99.959,0.263,38,204706,0
272,our song,reputation Stadium Tour Surprise Song Playlist,2017-11-09,7,7qGr3rjRhndRIpFUA5f2HJ,spotify:track:7qGr3rjRhndRIpFUA5f2HJ,0.114,0.545,0.663,0.0,0.321,-5.05,0.0363,178.013,0.565,42,203440,2
273,22,reputation Stadium Tour Surprise Song Playlist,2017-11-09,8,2P5gfMtCcKP0CkmgqFMyPg,spotify:track:2P5gfMtCcKP0CkmgqFMyPg,0.00254,0.66,0.733,0.00146,0.0473,-6.564,0.0379,104.009,0.68,41,232120,57
274,i knew you were trouble.,reputation Stadium Tour Surprise Song Playlist,2017-11-09,9,2o2IVjuqRkR9hJxtPjtAP0,spotify:track:2o2IVjuqRkR9hJxtPjtAP0,0.00476,0.536,0.464,2.67e-06,0.0357,-6.761,0.0412,77.318,0.665,42,219720,0
275,i don’t wanna live forever (fifty shades darker),reputation Stadium Tour Surprise Song Playlist,2017-11-09,10,55n9yjI6qqXh5F2mYvUc2y,spotify:track:55n9yjI6qqXh5F2mYvUc2y,0.0586,0.731,0.445,1.96e-05,0.14,-8.418,0.0533,117.97,0.106,82,247160,0
276,mean,reputation Stadium Tour Surprise Song Playlist,2017-11-09,11,5rcHBt2aNcGFWW0jaAUe1L,spotify:track:5rcHBt2aNcGFWW0jaAUe1L,0.451,0.576,0.754,0.0,0.223,-3.982,0.0428,163.886,0.79,38,238693,1
277,how you get the girl,reputation Stadium Tour Surprise Song Playlist,2017-11-09,12,3aSYZ4upQ6OSNos26YeVWL,spotify:track:3aSYZ4upQ6OSNos26YeVWL,0.00364,0.765,0.656,0.00868,0.0918,-6.112,0.0504,119.997,0.545,39,247533,1
279,fifteen,reputation Stadium Tour Surprise Song Playlist,2017-11-09,14,0H2UD0LfSCiRr59YMGlCuS,spotify:track:0H2UD0LfSCiRr59YMGlCuS,0.0717,0.55,0.628,0.0,0.138,-4.437,0.0269,95.122,0.211,35,295320,1
280,mine,reputation Stadium Tour Surprise Song Playlist,2017-11-09,15,6FmJKLpyCt42nP2IOVEVc2,spotify:track:6FmJKLpyCt42nP2IOVEVc2,0.00302,0.621,0.779,3.22e-06,0.187,-2.943,0.0301,121.034,0.67,39,231866,1
281,sparks fly,reputation Stadium Tour Surprise Song Playlist,2017-11-09,16,5h2sBwpUSAndjObfU3ti2r,spotify:track:5h2sBwpUSAndjObfU3ti2r,0.041,0.61,0.782,0.0,0.16,-2.98,0.0309,114.977,0.399,37,262920,1
282,state of grace,reputation Stadium Tour Surprise Song Playlist,2017-11-09,17,0YRGTdfmJPALpglAaraYUr,spotify:track:0YRGTdfmJPALpglAaraYUr,0.000184,0.591,0.828,0.00113,0.0879,-5.895,0.0333,129.962,0.383,34,295720,1
283,haunted,reputation Stadium Tour Surprise Song Playlist,2017-11-09,18,6CB7DczrX9ZJB9Wkjegmaq,spotify:track:6CB7DczrX9ZJB9Wkjegmaq,0.0648,0.431,0.949,0.0,0.0612,-2.622,0.0605,162.012,0.37,37,245413,1
284,never grow up,reputation Stadium Tour Surprise Song Playlist,2017-11-09,19,1UPDfqsVIZLEiZeMuUsni2,spotify:track:1UPDfqsVIZLEiZeMuUsni2,0.824,0.714,0.309,0.0,0.136,-8.828,0.0302,124.894,0.545,35,292920,1
285,treacherous,reputation Stadium Tour Surprise Song Playlist,2017-11-09,20,0r3U7SOcoj4DIEyN44Lt5z,spotify:track:0r3U7SOcoj4DIEyN44Lt5z,0.101,0.704,0.621,4.3e-06,0.14,-8.086,0.0334,109.995,0.395,33,242760,1
286,babe,reputation Stadium Tour Surprise Song Playlist,2017-11-09,21,40PXEOFLJc7UIpLMrhSfW1,spotify:track:40PXEOFLJc7UIpLMrhSfW1,0.0221,0.577,0.784,0.0,0.125,-3.266,0.101,171.791,0.643,34,215106,0
287,welcome to new york,reputation Stadium Tour Surprise Song Playlist,2017-11-09,22,3YLA3NgzFRRa7LiHMtFPby,spotify:track:3YLA3NgzFRRa7LiHMtFPby,0.0348,0.789,0.634,1.64e-06,0.302,-4.762,0.0323,116.992,0.658,39,212600,1
288,fearless,reputation Stadium Tour Surprise Song Playlist,2017-11-09,23,43sE2O3skbGBpT2tO6fzv9,spotify:track:43sE2O3skbGBpT2tO6fzv9,0.0377,0.603,0.718,0.0,0.307,-4.401,0.0272,100.163,0.429,36,242973,57
289,enchanted,reputation Stadium Tour Surprise Song Playlist,2017-11-09,24,5lg33MHs1BoUtJVClw8ZpI,spotify:track:5lg33MHs1BoUtJVClw8ZpI,0.0717,0.535,0.626,0.00127,0.158,-3.895,0.0274,81.963,0.218,48,353253,57
290,change,reputation Stadium Tour Surprise Song Playlist,2017-11-09,25,5PSOWHll3h3Vy226xSJk0M,spotify:track:5PSOWHll3h3Vy226xSJk0M,0.00418,0.543,0.763,0.0,0.111,-4.206,0.0376,96.006,0.234,32,281053,0
291,ours,reputation Stadium Tour Surprise Song Playlist,2017-11-09,26,0V3SNHDka1JSCP71HAzpxw,spotify:track:0V3SNHDka1JSCP71HAzpxw,0.469,0.61,0.56,0.0,0.087,-7.392,0.0279,159.837,0.228,37,239346,1
292,out of the woods,reputation Stadium Tour Surprise Song Playlist,2017-11-09,27,0GmfiNHSgkKamYgQEMYOH3,spotify:track:0GmfiNHSgkKamYgQEMYOH3,0.000743,0.553,0.841,1.19e-05,0.341,-6.937,0.0396,92.008,0.338,41,235800,1
293,come back...be here,reputation Stadium Tour Surprise Song Playlist,2017-11-09,28,5hiqtrACtMJkNpaNHj0n9Z,spotify:track:5hiqtrACtMJkNpaNHj0n9Z,0.00471,0.483,0.548,2.01e-06,0.0997,-6.291,0.0254,79.926,0.217,34,223920,0
294,a place in this world,reputation Stadium Tour Surprise Song Playlist,2017-11-09,29,2RSYYe7LhKFxIi50T5XtUo,spotify:track:2RSYYe7LhKFxIi50T5XtUo,0.0577,0.573,0.767,0.0,0.327,-2.929,0.0323,114.984,0.438,33,202080,1
295,this love,reputation Stadium Tour Surprise Song Playlist,2017-11-09,30,64KRxmbqypPBlya4nxFmDn,spotify:track:64KRxmbqypPBlya4nxFmDn,0.678,0.481,0.435,0.0,0.0928,-8.795,0.0321,143.95,0.107,34,250093,1
296,the lucky one,reputation Stadium Tour Surprise Song Playlist,2017-11-09,31,24ksPWXKg1k7OOG57pufED,spotify:track:24ksPWXKg1k7OOG57pufED,0.0352,0.706,0.505,0.0,0.13,-7.639,0.0358,117.935,0.561,33,240266,1
297,invisible,reputation Stadium Tour Surprise Song Playlist,2017-11-09,32,0kqC185OTcnuhbz4T7g5RB,spotify:track:0kqC185OTcnuhbz4T7g5RB,0.56,0.609,0.383,0.0,0.165,-5.732,0.0243,96.005,0.224,33,205853,1
298,breathe,reputation Stadium Tour Surprise Song Playlist,2017-11-09,33,3oxgFdIlxFEDEJqn7k5TVN,spotify:track:3oxgFdIlxFEDEJqn7k5TVN,0.416,0.442,0.48,0.0,0.129,-7.405,0.0281,73.849,0.167,36,264946,1
299,better man,reputation Stadium Tour Surprise Song Playlist,2017-11-09,34,3EXetjrGgwIjDRNn6YA8sa,spotify:track:3EXetjrGgwIjDRNn6YA8sa,0.123,0.502,0.843,0.0,0.0974,-3.648,0.0378,143.944,0.507,37,263613,1
300,jump then fall,reputation Stadium Tour Surprise Song Playlist,2017-11-09,35,5zytSTR2g0I9psX2Z12ex6,spotify:track:5zytSTR2g0I9psX2Z12ex6,0.113,0.617,0.699,0.0,0.074,-5.712,0.0274,80.007,0.818,32,238093,1
301,begin again,reputation Stadium Tour Surprise Song Playlist,2017-11-09,36,2G679wnKfyhUOeNx910OXg,spotify:track:2G679wnKfyhUOeNx910OXg,0.199,0.53,0.526,3.52e-06,0.14,-8.349,0.0263,79.025,0.323,33,239426,1
302,tied together with a smile,reputation Stadium Tour Surprise Song Playlist,2017-11-09,37,4qNEi8zGIYLiMtoW8OaJdx,spotify:track:4qNEi8zGIYLiMtoW8OaJdx,0.521,0.479,0.547,0.0,0.0728,-4.948,0.0275,146.147,0.238,33,251213,1
303,the story of us,reputation Stadium Tour Surprise Song Playlist,2017-11-09,38,2fF3QzbGCrtrDXIdWcg1mv,spotify:track:2fF3QzbGCrtrDXIdWcg1mv,0.00556,0.547,0.808,0.000304,0.0587,-3.63,0.0398,139.908,0.65,35,267653,1
304,forever & always,reputation Stadium Tour Surprise Song Playlist,2017-11-09,39,0QCS4NpURHvWdF1icdkfBw,spotify:track:0QCS4NpURHvWdF1icdkfBw,0.0806,0.607,0.829,0.0,0.207,-5.02,0.0588,128.057,0.52,33,226293,1
305,hey stephen,reputation Stadium Tour Surprise Song Playlist,2017-11-09,40,0TYJbIHBtmWy9ugtU9BcbE,spotify:track:0TYJbIHBtmWy9ugtU9BcbE,0.191,0.843,0.541,1.85e-06,0.108,-7.361,0.0318,116.001,0.838,32,256040,1
306,speak now,reputation Stadium Tour Surprise Song Playlist,2017-11-09,41,1XLc4irbX7oQSneh6gWv3O,spotify:track:1XLc4irbX7oQSneh6gWv3O,0.0991,0.712,0.603,0.0,0.102,-3.753,0.0304,118.986,0.714,36,243346,1
307,wonderland,reputation Stadium Tour Surprise Song Playlist,2017-11-09,42,0eTCaVOYLpJlSkbEi2jay4,spotify:track:0eTCaVOYLpJlSkbEi2jay4,0.0493,0.422,0.692,2.57e-05,0.177,-5.447,0.0549,184.014,0.197,42,245560,1
308,white horse,reputation Stadium Tour Surprise Song Playlist,2017-11-09,43,4RMfSYDFkcz0bKoK8fHDgR,spotify:track:4RMfSYDFkcz0bKoK8fHDgR,0.314,0.578,0.348,0.0,0.1,-8.066,0.0257,92.673,0.218,33,235400,1
